YEAR,density_mean,density_n,density_sd,density_se,density_min,density_max
2010,0.42613636363636365,22,0.2635017476140737,0.05617876135227577,0.125,1.25
2011,0.5811688311688312,77,0.713407269129843,0.08130030364053298,0.25,6
2012,0.65,40,0.5057363253408151,0.07996393417804536,0.25,2.5
2014,0.4532244897959184,49,0.3968969358927938,0.056699562270399115,0.25,2
2016,0.6276145833333333,48,0.7139386873935809,0.10304817333789301,0.25,4.1255
