Date,Mean SST,Climatology,Anomaly
15-Jan-82,21.83821926,22.32720833,-0.488989067
15-Feb-82,23.13099346,22.15369552,0.977297942
15-Mar-82,24.62092838,22.99648617,1.624442217
15-Apr-82,26.24416046,24.6489083,1.595252164
15-May-82,25.64857235,26.6113324,-0.962760051
15-Jun-82,27.26542606,28.3851236,-1.119697534
15-Jul-82,29.32689362,29.38083014,-0.053936522
15-Aug-82,29.61931267,29.82434887,-0.205036207
15-Sep-82,29.37635803,29.30995175,0.066406283
15-Oct-82,27.96337833,27.86567495,0.097703383
15-Nov-82,25.09939251,25.35248289,-0.253090379
15-Dec-82,24.13331528,23.70224715,0.431068132
15-Jan-83,22.38557358,22.32720833,0.05836525
15-Feb-83,21.12306633,22.15369552,-1.03062919
15-Mar-83,21.57041264,22.99648617,-1.42607353
15-Apr-83,22.98732643,24.6489083,-1.661581866
15-May-83,25.43025055,26.6113324,-1.181081851
15-Jun-83,28.21499119,28.3851236,-0.170132409
15-Jul-83,29.20744019,29.38083014,-0.173389953
15-Aug-83,29.7564436,29.82434887,-0.067905279
15-Sep-83,28.93248997,29.30995175,-0.377461782
15-Oct-83,28.06489353,27.86567495,0.199218581
15-Nov-83,25.4721262,25.35248289,0.119643309
15-Dec-83,24.24212189,23.70224715,0.539874742
15-Jan-84,21.3756382,22.32720833,-0.951570129
15-Feb-84,21.49699383,22.15369552,-0.656701692
14-Mar-84,22.15012321,22.99648617,-0.846362951
14-Apr-84,24.13806,24.6489083,-0.5108483
14-May-84,26.56066952,26.6113324,-0.050662883
14-Jun-84,27.08395824,28.3851236,-1.301165353
14-Jul-84,28.3248951,29.38083014,-1.055935042
14-Aug-84,28.95008736,29.82434887,-0.874261518
14-Sep-84,28.23489075,29.30995175,-1.075061002
14-Oct-84,26.64899063,27.86567495,-1.21668432
14-Nov-84,24.62549381,25.35248289,-0.726989076
14-Dec-84,23.11708813,23.70224715,-0.585159018
15-Jan-85,22.3754446,22.32720833,0.048236275
15-Feb-85,22.24667225,22.15369552,0.092976729
15-Mar-85,23.56796074,22.99648617,0.571474573
15-Apr-85,24.18492641,24.6489083,-0.463981883
15-May-85,26.84966908,26.6113324,0.238336674
15-Jun-85,28.76669159,28.3851236,0.381567992
15-Jul-85,29.00995674,29.38083014,-0.370873397
15-Aug-85,29.37082939,29.82434887,-0.453519483
15-Sep-85,28.17512512,29.30995175,-1.134826627
15-Oct-85,27.98508873,27.86567495,0.119413779
15-Nov-85,25.80202503,25.35248289,0.449542144
15-Dec-85,23.83347721,23.70224715,0.131230065
15-Jan-86,22.46115456,22.32720833,0.133946228
15-Feb-86,22.71170845,22.15369552,0.558012931
15-Mar-86,22.87196178,22.99648617,-0.124524381
15-Apr-86,23.76642628,24.6489083,-0.88248202
15-May-86,26.44679737,26.6113324,-0.16453503
15-Jun-86,28.50269032,28.3851236,0.117566718
