YEAR,biomass,SPECIES_CD,TL
2016,0.0014462009985194491,CHR INSO,TL3
2016,0.010495556308824412,CHR MULT,TL3
2016,0.0012075468140447388,CHR SCOT,TL3
2016,0.054066867917253694,CLE PARR,TL3
2016,5.160455819275241e-5,COR DICR,TL2
2016,2.71816323398677e-6,COR EIDO,TL2
2016,8.213546728016612e-4,COR GLAU,TL2
2016,0.006437233177522496,COR PERS,TL2
2016,1.421123358659146e-7,COR PUNC,TL2
2016,3.223252188806911e-7,COR SPE.,TL2
2016,0.002195336652428973,CRY ROSE,TL2
2016,2.242391021691817e-6,CTE SAEP,TL2
2016,0.3873654202459545,DAS AMER,TL3
2016,3.2191258079391827e-4,DEC MACA,TL3
2016,0.004902874905928193,DEC PUNC,TL3
2016,5.10363814182966e-4,DIO HOLO,TL3
2016,0.01632914808363895,DIO HYST,TL3
2016,1.7485309856282426e-5,DIO SPE.,TL3
2016,2.8671686286704207e-5,DIP FORM,TL4
2016,1.143190003261324e-5,DIP HOLB,TL3
2016,0.001115289198611767,ECH NAUC,TL3
2016,1.797944199159199e-6,ECH NEUC,TL3
2016,0.00798024090840318,ELA BIPI,TL3
2016,5.083647016088183e-6,ELA EVEL,TL2
2016,1.6878159092748086e-6,ELA MACR,TL2
2016,2.1179628629722707e-4,ELA OCEA,TL2
2016,6.129431700677919e-7,EMB BAHA,TL2
2016,4.0011428172127435e-7,EMB PAND,TL2
2016,0.018371925460663623,EPI ADSC,TL4
2016,0.0031790810228917604,EPI GUTT,TL4
2016,0.015065514890577792,EPI ITAJ,TL4
2016,0.116747715838301,EPI MORI,TL4
2016,0.015959361370306773,EPI STRI,TL4
2016,1.78108686113706e-8,EQU LANC,TL3
2016,9.469870083193496e-4,EQU PUNC,TL3
2016,0.001053486060106378,FIS TABA,TL3
2016,0.00832644033018035,GER CINE,TL3
2016,0.7230603433741528,GIN CIRR,TL4
2016,2.2702941218484142e-4,GNA THOM,TL2
2016,0.03704542151543103,GYM FUNE,TL3
2016,7.31741522737044e-5,GYM MILI,TL3
2016,0.00443434522954287,GYM MORI,TL3
2016,0.014904961503610002,HAE ALBU,TL3
2016,0.19539787231884803,HAE AURO,TL3
2016,0.042610672563058005,HAE CARB,TL3
2016,0.02649845904827019,HAE CHRY,TL3
2016,0.2079829806821722,HAE FLAV,TL3
2016,0.009199737923209468,HAE MACR,TL3
2016,0.020513288114314868,HAE MELA,TL3
2016,0.008875041484843986,HAE PARR,TL3
2016,1.0897413698436549,HAE PLUM,TL3
2016,0.401079397886566,HAE SCIU,TL3
2016,0.021422809134305176,HAE SPE.,TL3
2016,0.002032312910733389,HAE STRI,TL3
2016,0.028757351689004035,HAL BIVI,TL3
2016,3.7020925295609645e-6,HAL CAUD,TL3
2016,3.159334797077535e-4,HAL CYAN,TL3
2016,0.03902708876695618,HAL GARN,TL3
2016,0.014530391738180192,HAL MACU,TL3
2016,2.7677966601736643e-5,HAL PICT,TL3
2016,0.0023199334511233316,HAL POEY,TL3
2016,0.004856284991137998,HAL RADI,TL3
2016,0.02839566313104186,HAR JAGU,TL2
2016,0.007011537242956061,HEM BRAS,TL2
2016,3.1112251399395304e-6,HEM SIMU,TL2
2016,0.005149513584324807,HET CRUE,TL3
2016,3.746837463246955e-4,HET LONG,TL3
2016,0.031092909154014185,HOL ADSC,TL3
2016,0.14783743137925234,HOL BERM,TL3
2016,0.17310459724372101,HOL CILI,TL3
2016,0.01723909390148065,HOL RUFU,TL3
2016,0.017738890279084304,HOL TOWN,TL3
2016,0.06197150270954669,HOL TRIC,TL3
2016,1.5076718070420914e-4,HYP GEMM,TL4
2016,1.8439733724192356e-5,HYP HYBR,TL4
2016,2.9539917988842914e-7,HYP INDI,TL4
2016,1.3133322035897404e-4,HYP NIGR,TL4
2016,4.7919992457993977e-4,HYP PUEL,TL4
2016,4.2584955035249517e-5,HYP SPE.,TL4
2016,6.227371603025079e-5,HYP TANN,TL4
2016,0.0032612788951349473,HYP UNIC,TL4
2016,1.8421564729579305e-4,INE VITT,TL2
2016,1.6087126871266138e-6,JEN SPE.,TL2
2016,1.004556949545872,KYP SECT,TL2
2016,0.004021394045924935,LAC BICA,TL3
2016,0.5632804180547275,LAC MAXI,TL3
2016,0.0019358089397273908,LAC TRIG,TL3
2016,0.010205548249913609,LAC TRIQ,TL3
2016,0.004657766861366436,LAG RHOM,TL3
2016,0.2832422290554274,LUT ANAL,TL4
2016,0.14427771864671288,LUT APOD,TL4
2016,4.626267435669385e-4,LUT BUCC,TL4
2016,0.0036685521533217505,LUT CYAN,TL4
2016,0.31983610691891773,LUT GRIS,TL4
2016,0.0034691648013663633,LUT JOCU,TL4
2016,0.008861488194161191,LUT MAHO,TL4
2016,2.5199353685121423e-5,LUT SPE.,TL4
2016,0.1620604663057586,LUT SYNA,TL4
2016,2.996862793690569e-5,MAL MACR,TL2
2016,0.005790909512925138,MAL PLUM,TL3
2016,4.194991716081888e-5,MAL TRIA,TL2
2016,3.673559487840178e-4,MEL NIGE,TL2
2016,1.5647163517889795e-5,MIC CARR,TL2
2016,0.005137179279688323,MIC CHRY,TL3
2016,7.21951913080062e-8,MIC MICR,TL2
2016,2.4176871987978403e-6,MON CILI,TL3
2016,1.1214102133657276e-4,MON TUCK,TL3
2016,0.01814098782816436,MUL MART,TL3
2016,0.1778204079283572,MYC BONA,TL4
2016,2.2208978875451422e-4,MYC INTE,TL4
2016,0.007017015574205832,MYC PHEN,TL4
2016,0.0012135621305504928,MYC VENE,TL4
2016,0.0034202701989601366,MYR JACO,TL3
2016,4.4254775632360395e-6,NES LONG,TL2
2016,9.523706360217018e-5,NIC USTA,TL2
2016,0.5795356737259849,OCY CHRY,TL4
2016,8.871313223163918e-4,ODO DENT,TL3
2016,4.8558776478046824e-6,OPH MACC,TL2
2016,0.00099704621197995065,OPI AURI,TL3
2016,7.068789910608375e-6,OPI WHIT,TL3
2016,0.029468492390837087,PAR ACUM,TL3
2016,1.773232811177174e-4,PAR ALBI,TL3
2016,3.055331284765445e-7,PAR BAIR,TL3
2016,2.9807567506021137e-5,PAR MARM,TL2
2016,3.631148204816365e-4,PAR UMBR,TL3
2016,7.382169293702134e-5,PEM SCHO,TL3
2016,1.8614964576020685e-6,PHA XENU,TL3
2016,0.6862339753812106,POM ARCU,TL3
2016,0.19977030537495413,POM PARU,TL3
2016,0.006000207546204324,PRI AREN,TL3
2016,9.968868387586911e-6,PRO ACUL,TL3
2016,0.051127732312608774,PSE MACU,TL3
2016,4.920426392422122e-4,PTE CALL,TL2
2016,7.3098274521261765e-6,PTE HELE,TL2
2016,0.021923924069773972,PTE VOLI,TL4
2016,1.0558919431841517e-4,REM REMO,TL3
2016,5.130964722290088e-4,RYP SAPO,TL4
2016,7.86817959656824e-4,SAR CORU,TL3
2016,2.4762747614591143e-5,SAR VEXI,TL3
2016,0.07632495255325202,SCA COEL,TL2
2016,0.44826135464316313,SCA COER,TL2
2016,4.148753285751592e-8,SCA CRIS,TL2
2016,0.5056397543452043,SCA GUAC,TL2
2016,0.12550376285950707,SCA ISER,TL2
2016,0.0029137268975543956,SCA SPE.,TL2
2016,0.07711738879090042,SCA TAEN,TL2
2016,0.019559849520563992,SCA VETU,TL2
2016,0,SCO CAVA,TL3
2016,7.022712647197785e-4,SCO MACU,TL3
2016,8.062638474331266e-4,SCO PLUM,TL3
2016,0.17710921522880793,SCO REGA,TL3
2016,9.286280447228446e-5,SER BALD,TL4
2016,0.05731454047420745,SER DUME,TL3
2016,0.0015934469259436834,SER RIVO,TL3
2016,2.629498256648752e-4,SER TABA,TL4
2016,0.0032491901930987855,SER TIGR,TL4
2016,8.713326422263221e-5,SER TORT,TL4
2016,0.0033744931817627547,SPA ATOM,TL2
2016,0.2085543490449739,SPA AURO,TL2
2016,0.16093642929500898,SPA CHRY,TL2
2016,0.001085312537047001,SPA RADI,TL2
2016,0.11659338479329406,SPA RUBR,TL2
2016,5.9299173877521e-4,SPA SPE.,TL2
2016,0.44050759582372223,SPA VIRI,TL2
2016,0.21782862523492333,SPH BARR,TL3
2016,3.349569511859769e-4,SPH SPEN,TL3
2016,5.627060179906327e-7,SPH TEST,TL3
2016,0.0017529449620521137,STE ADUS,TL3
2016,2.902745834145215e-4,STE DIEN,TL3
2016,0.0014173008783563434,STE LEUC,TL3
2016,0.03796797352952921,STE PART,TL3
2016,0.0037689140146519137,STE PLAN,TL3
2016,0.006162655081846167,STE VARI,TL3
2016,3.906143426649733e-5,SYN FOET,TL3
2016,5.318750237731277e-4,SYN INTE,TL3
2016,0.0471788138599247,THA BIFA,TL3
2016,0.04470158544124752,TRA FALC,TL3
2016,1.2623583707707729e-5,TYL CROC,TL2
2016,0.0074959504914222,URO JAMA,TL3
2016,5.079983450925324e-4,XYR MART,TL3
2016,3.015506979641279e-4,XYR NOVA,TL3
2016,1.0224010967306698e-4,XYR SPE.,TL3
2016,0.005119352547952157,XYR SPLE,TL3
2016,4.910809426557991e-4,MYR OCEL,TL3
